id	target	node	file	line	lineText
creationFeedback	ios	read	SingleThread/ContentView.swift	613	            if let feedback = viewModel.dictation.creationFeedback {
isRecording	ios	declaration	SingleThread/ReminderDictation.swift	107	    private var isRecording = false
isRecording	ios	write	SingleThread/ReminderDictation.swift	93	        isRecording = true
isRecording	ios	write	SingleThread/ReminderDictation.swift	153	        isRecording = false
isRecording	ios	read	SingleThread/ReminderDictation.swift	74	        guard !isRecording else { throw DictationError.alreadyRecording }
partialText	ios	declaration	SingleThread/ReminderDictation.swift	108	    private var partialText = ""
lastCompletedReminder	core	declaration	SingleThreadCore/Sources/SingleThreadCore/UndoStore.swift	19	    public private(set) var lastCompletedReminder: EKReminder?
lastCompletedReminder	core	write	SingleThreadCore/Sources/SingleThreadCore/UndoStore.swift	27	        lastCompletedReminder = reminder
lastCompletedReminder	core	write	SingleThreadCore/Sources/SingleThreadCore/UndoStore.swift	32	        lastCompletedReminder = nil
lastCompletedReminder	core	read	SingleThreadCore/Sources/SingleThreadCore/ReminderStore.swift	238	            guard canMutate, let reminder = undoStore.lastCompletedReminder else {
hasUndoableReminder	core	declaration	SingleThreadCore/Sources/SingleThreadCore/UndoStore.swift	21	    public var hasUndoableReminder: Bool {
hasUndoableReminder	ios	read	SingleThread/ContentView.swift	180	            if viewModel.store.undoStore.hasUndoableReminder, showUndoButton, viewModel.store.canMutate {
imageData	ios	declaration	SingleThread/BackgroundImageStore.swift	69	    private(set) var imageData: Data?
photographer	ios	declaration	SingleThread/BackgroundImageStore.swift	71	    private(set) var photographer: String?
photographerURL	ios	declaration	SingleThread/BackgroundImageStore.swift	73	    private(set) var photographerURL: URL?
isRefreshing	ios	declaration	SingleThread/BackgroundImageStore.swift	76	    private(set) var isRefreshing = false
isPinned	ios	declaration	SingleThread/BackgroundImageStore.swift	81	    private(set) var isPinned = false
isPinned	ios	write	SingleThread/BackgroundImageStore.swift	142	        isPinned = pinned
isPinned	ios	read	SingleThread/BackgroundImageStore.swift	141	        let wasPinned = isPinned
isFetching	ios	declaration	SingleThread/BackgroundImageStore.swift	198	    private var isFetching = false
hasResumed	core	declaration	SingleThreadCore/Sources/SingleThreadCore/ResumptionGate.swift	28	    public private(set) var hasResumed = false
hasResumed	core	read	SingleThreadCore/Sources/SingleThreadCore/ResumptionGate.swift	35	        guard !hasResumed else { return false }
hasResumed	core	write	SingleThreadCore/Sources/SingleThreadCore/ResumptionGate.swift	36	        hasResumed = true
completionCounter.count	core	declaration	SingleThreadCore/Sources/SingleThreadCore/CompletionCounterStore.swift	23	    public var count: Int {
completionCounter.count	core	read	SingleThreadCore/Sources/SingleThreadCore/ReminderStore.swift	145	        entitlementStore.isEntitled || completionCounter.count < 100
wcPayloadKeys	core	declaration	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	268	        private enum PayloadKey {
skippedReminderIdentifiers	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	269	            static let skippedReminderIdentifiers = "skippedReminderIdentifiers"
excludedListTitles	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	270	            static let excludedListTitles = "excludedListTitles"
completeReminderIdentifier	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	271	            static let completeReminderIdentifier = "completeReminderIdentifier"
deleteReminderIdentifier	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	272	            static let deleteReminderIdentifier = "deleteReminderIdentifier"
showUndatedReminders	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	273	            static let showUndatedReminders = "showUndatedReminders"
sortOption	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	274	            static let sortOption = "sortOption"
showDate	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	275	            static let showDate = "showDate"
showRecurrence	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	276	            static let showRecurrence = "showRecurrence"
showAlarms	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	277	            static let showAlarms = "showAlarms"
showList	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	278	            static let showList = "showList"
showCompletionGlow	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	279	            static let showCompletionGlow = "showCompletionGlow"
completionCount	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	280	            static let completionCount = "completionCount"
isEntitled	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	281	            static let entitled = "isEntitled"
syncPushAll	core	declaration	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	167	        public func pushAll() {
skippedReminderIdentifiers	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	170	                    PayloadKey.skippedReminderIdentifiers: skipStore.load(),
excludedListTitles	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	171	                    PayloadKey.excludedListTitles: excludeStore.load(),
showUndatedReminders	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	172	                    PayloadKey.showUndatedReminders: showUndatedStore.load(),
sortOption	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	173	                    PayloadKey.sortOption: sortStore.load().rawValue,
completionCount	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	174	                    PayloadKey.completionCount: completionCounter.count
showDate	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	177	                    context[PayloadKey.showDate] = showDateStore.isEnabled
showRecurrence	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	180	                    context[PayloadKey.showRecurrence] = showRecurrenceStore.isEnabled
showAlarms	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	183	                    context[PayloadKey.showAlarms] = showAlarmsStore.isEnabled
showList	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	186	                    context[PayloadKey.showList] = showListStore.isEnabled
showCompletionGlow	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	189	                    context[PayloadKey.showCompletionGlow] = showCompletionGlowStore.isEnabled
isEntitled	core	wcPayload	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	198	                    context[PayloadKey.entitled] = MainActor.assumeIsolated {
syncApply	core	declaration	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	308	        private func apply(context: [String: Any]) {
syncFreemium	core	declaration	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	369	        private func applyFreemium(context: [String: Any]) {
isEntitled	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	372	                handler?(entitled)
completionCount	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	376	                handler?(count)
onCompleteReminderReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	83	        public nonisolated(unsafe) var onCompleteReminderReceived: ((String) -> Void)?
onDeleteReminderReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	88	        public nonisolated(unsafe) var onDeleteReminderReceived: ((String) -> Void)?
onShowUndatedRemindersReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	94	        public nonisolated(unsafe) var onShowUndatedRemindersReceived: ((Bool) -> Void)?
onShowDateReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	100	        public nonisolated(unsafe) var onShowDateReceived: ((Bool) -> Void)?
onShowRecurrenceReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	106	        public nonisolated(unsafe) var onShowRecurrenceReceived: ((Bool) -> Void)?
onShowAlarmsReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	112	        public nonisolated(unsafe) var onShowAlarmsReceived: ((Bool) -> Void)?
onShowListReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	118	        public nonisolated(unsafe) var onShowListReceived: ((Bool) -> Void)?
onShowCompletionGlowReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	124	        public nonisolated(unsafe) var onShowCompletionGlowReceived: ((Bool) -> Void)?
onEntitlementReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	130	        public nonisolated(unsafe) var onEntitlementReceived: ((Bool) -> Void)?
onCompletionCountReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	136	        public nonisolated(unsafe) var onCompletionCountReceived: ((Int) -> Void)?
onSkippedIdentifiersReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	143	        public nonisolated(unsafe) var onSkippedIdentifiersReceived: (([String]) -> Void)?
onSortOptionReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	148	        public nonisolated(unsafe) var onSortOptionReceived: ((SortOption) -> Void)?
onExcludedListTitlesReceived	core	hook	SingleThreadCore/Sources/SingleThreadCore/SkippedReminderSyncService.swift	154	        public nonisolated(unsafe) var onExcludedListTitlesReceived: (([String]) -> Void)?
sortOption	ios	hook	SingleThread/AppViewModel.swift	69	                store.onSortOptionChanged = { option in
skippedReminderIdentifiers	ios	hook	SingleThread/AppViewModel.swift	58	                store.onSkipSetChanged = { _ in service.pushAll() }
showUndatedReminders	ios	hook	SingleThread/AppViewModel.swift	59	                store.onShowUndatedRemindersChanged = { _ in service.pushAll() }
excludedListTitles	ios	hook	SingleThread/AppViewModel.swift	60	                store.onExcludedListsChanged = { _ in service.pushAll() }
skippedReminderIdentifiers	watchOS	hook	SingleThreadWatch/WatchAppViewModel.swift	194	        store.onSkipSetChanged = { _ in service.pushAll() }
showUndatedReminders	watchOS	hook	SingleThreadWatch/WatchAppViewModel.swift	165	        service.onShowUndatedRemindersReceived = { [weak store] value in
sortOption	watchOS	hook	SingleThreadWatch/WatchAppViewModel.swift	178	        service.onSortOptionReceived = { [weak store] option in
completionCount	watchOS	hook	SingleThreadWatch/WatchAppViewModel.swift	185	        service.onCompletionCountReceived = { count in
excludedListTitles	watchOS	hook	SingleThreadWatch/WatchAppViewModel.swift	190	        service.onExcludedListTitlesReceived = { [weak store] titles in
seedLaunch	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	38	    public static func fromLaunchArguments(_ arguments: [String]) -> Self? {
seedReset	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	53	        for key in persistedKeys {
seedReset	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	56	        for key in persistedKeys {
seedReset	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	57	            UserDefaults.standard.removeObject(forKey: key)
seedRemoveGroup	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	54	            AppGroup.defaults.removeObject(forKey: key)
seedRemoveStandard	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	57	            UserDefaults.standard.removeObject(forKey: key)
skippedReminderIdentifiers	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	64	        "skippedReminderIdentifiers",
excludedListTitles	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	65	        "excludedListTitles",
showDate	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	66	        "showDate",
showList	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	67	        "showList",
showRecurrence	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	68	        "showRecurrence",
showAlarms	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	69	        "showAlarms",
showCompletionGlow	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	70	        "showCompletionGlow",
showUndatedReminders	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	71	        "showUndatedReminders",
sortOption	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	72	        "sortOption",
completionCount	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	73	        "completionCount",
isEntitled	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	74	        "isEntitled",
enableActionButtons	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	75	        "enableActionButtons",
showMicrophoneButton	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	76	        "showMicrophoneButton",
showSwipePrompt	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	77	        "showSwipePrompt",
showUndoButton	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	78	        "showUndoButton",
backgroundEnabled	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	79	        "backgroundEnabled",
backgroundFadePercent	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	80	        "backgroundFadePercent",
backgroundPinned	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	81	        "backgroundPinned",
allowsLandscape	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	82	        "allowsLandscape",
textSize	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	83	        "textSize",
appearanceMode	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	84	        "appearanceMode",
notificationsEnabled	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	85	        "notificationsEnabled",
notificationIntervalHours	core	seam	SingleThreadCore/Sources/SingleThreadCore/UITestingSeed.swift	86	        "notificationIntervalHours"
isGlowUITesting	watchOS	seam	SingleThreadWatch/WatchAppViewModel.swift	53	        isGlowUITesting = arguments.contains("--ui-testing-glow")
suiteName	core	declaration	SingleThreadCore/Sources/SingleThreadCore/AppGroup.swift	8	    public static let suiteName = "group.app.alanvardy.SingleThread"
appGroupDefaults	core	declaration	SingleThreadCore/Sources/SingleThreadCore/AppGroup.swift	13	    public static var defaults: UserDefaults {
appGroupDefaults	core	read	SingleThreadCore/Sources/SingleThreadCore/AppGroup.swift	14	        UserDefaults(suiteName: suiteName) ?? .standard
settingsBindings	ios	declaration	SingleThread/SettingsBindings.swift	17	final class SettingsBindings {
appearanceMode	ios	declaration	SingleThread/SettingsBindings.swift	63	    var appearanceMode: AppearanceMode
textSize	ios	declaration	SingleThread/SettingsBindings.swift	64	    var textSize: TextSize
allowsLandscape	ios	declaration	SingleThread/SettingsBindings.swift	65	    var allowsLandscape: Bool
enableActionButtons	ios	declaration	SingleThread/SettingsBindings.swift	66	    var enableActionButtons: Bool
showSwipePrompt	ios	declaration	SingleThread/SettingsBindings.swift	67	    var showSwipePrompt: Bool
showUndoButton	ios	declaration	SingleThread/SettingsBindings.swift	68	    var showUndoButton: Bool
notificationsEnabled	ios	declaration	SingleThread/SettingsBindings.swift	69	    var notificationsEnabled: Bool
notificationIntervalHours	ios	declaration	SingleThread/SettingsBindings.swift	70	    var notificationIntervalHours: Int
showMicrophoneButton	ios	declaration	SingleThread/SettingsBindings.swift	71	    var showMicrophoneButton: Bool
backgroundEnabled	ios	declaration	SingleThread/SettingsBindings.swift	72	    var backgroundEnabled: Bool
backgroundFadePercent	ios	declaration	SingleThread/SettingsBindings.swift	73	    var backgroundFadePercent: Int
backgroundPinned	ios	declaration	SingleThread/SettingsBindings.swift	74	    var backgroundPinned: Bool
showUndatedReminders	ios	declaration	SingleThread/SettingsBindings.swift	75	    var showUndatedReminders: Bool
sortOption	ios	declaration	SingleThread/SettingsBindings.swift	76	    var sortOption: SortOption
showDate	ios	declaration	SingleThread/SettingsBindings.swift	77	    var showDate: Bool
showList	ios	declaration	SingleThread/SettingsBindings.swift	78	    var showList: Bool
showRecurrence	ios	declaration	SingleThread/SettingsBindings.swift	79	    var showRecurrence: Bool
showAlarms	ios	declaration	SingleThread/SettingsBindings.swift	80	    var showAlarms: Bool
showCompletionGlow	ios	declaration	SingleThread/SettingsBindings.swift	81	    var showCompletionGlow: Bool
pendingSummary	ios	declaration	SingleThread/AppViewModel.swift	108	        private(set) var pendingSummary: String?
lastScheduleSummary	ios	declaration	SingleThread/AppViewModel.swift	112	        private(set) var lastScheduleSummary: String?
lastShowDate	ios	declaration	SingleThread/AppViewModel.swift	401	        private var lastShowDate = ShowDatePreference().isEnabled
lastShowRecurrence	ios	declaration	SingleThread/AppViewModel.swift	402	        private var lastShowRecurrence = ShowRecurrencePreference().isEnabled
lastShowAlarms	ios	declaration	SingleThread/AppViewModel.swift	403	        private var lastShowAlarms = ShowAlarmsPreference().isEnabled
lastShowList	ios	declaration	SingleThread/AppViewModel.swift	404	        private var lastShowList = ShowListPreference().isEnabled
lastShowCompletionGlow	ios	declaration	SingleThread/AppViewModel.swift	405	        private var lastShowCompletionGlow = ShowCompletionGlowPreference().isEnabled
showDate	ios	write	SingleThread/AppViewModel.swift	391	                lastShowDate = currentShowDate
showRecurrence	ios	write	SingleThread/AppViewModel.swift	392	                lastShowRecurrence = currentShowRecurrence
showAlarms	ios	write	SingleThread/AppViewModel.swift	393	                lastShowAlarms = currentShowAlarms
showList	ios	write	SingleThread/AppViewModel.swift	394	                lastShowList = currentShowList
showCompletionGlow	ios	write	SingleThread/AppViewModel.swift	395	                lastShowCompletionGlow = currentShowCompletionGlow
showsActionButtons	ios	declaration	SingleThread/ContentViewModel.swift	45	        var showsActionButtons: Bool {
notificationsEnabled	ios	seam	SingleThread/AppViewModel.swift	183	                    UserDefaults.standard.set(false, forKey: NotificationKeys.enabled)
notificationsEnabled	ios	seam	SingleThread/AppViewModel.swift	187	                    UserDefaults.standard.set(false, forKey: NotificationKeys.enabled)
